areaType,areaName,areaCode,date,newDailyNsoDeathsByDeathDate,cumDailyNsoDeathsByDeathDate
nation,Scotland,S92000003,2020-12-22,31,6515
nation,Scotland,S92000003,2020-12-21,30,6484
nation,Scotland,S92000003,2020-12-20,32,6454
nation,Scotland,S92000003,2020-12-19,31,6422
nation,Scotland,S92000003,2020-12-18,25,6391
nation,Scotland,S92000003,2020-12-17,39,6366
nation,Scotland,S92000003,2020-12-16,34,6327
nation,Scotland,S92000003,2020-12-15,38,6293
nation,Scotland,S92000003,2020-12-14,38,6255
nation,Scotland,S92000003,2020-12-13,26,6217
nation,Scotland,S92000003,2020-12-12,26,6191
nation,Scotland,S92000003,2020-12-11,23,6165
nation,Scotland,S92000003,2020-12-10,32,6142
nation,Scotland,S92000003,2020-12-09,27,6110
nation,Scotland,S92000003,2020-12-08,33,6083
nation,Scotland,S92000003,2020-12-07,34,6050
nation,Scotland,S92000003,2020-12-06,29,6016
nation,Scotland,S92000003,2020-12-05,21,5987
nation,Scotland,S92000003,2020-12-04,33,5966
nation,Scotland,S92000003,2020-12-03,40,5933
nation,Scotland,S92000003,2020-12-02,26,5893
nation,Scotland,S92000003,2020-12-01,28,5867
nation,Scotland,S92000003,2020-11-30,41,5839
nation,Scotland,S92000003,2020-11-29,31,5798
nation,Scotland,S92000003,2020-11-28,43,5767
nation,Scotland,S92000003,2020-11-27,30,5724
nation,Scotland,S92000003,2020-11-26,29,5694
nation,Scotland,S92000003,2020-11-25,38,5665
nation,Scotland,S92000003,2020-11-24,33,5627
nation,Scotland,S92000003,2020-11-23,37,5594
nation,Scotland,S92000003,2020-11-22,42,5557
nation,Scotland,S92000003,2020-11-21,36,5515
nation,Scotland,S92000003,2020-11-20,33,5479
nation,Scotland,S92000003,2020-11-19,29,5446
nation,Scotland,S92000003,2020-11-18,28,5417
nation,Scotland,S92000003,2020-11-17,38,5389
nation,Scotland,S92000003,2020-11-16,34,5351
nation,Scotland,S92000003,2020-11-15,36,5317
nation,Scotland,S92000003,2020-11-14,46,5281
nation,Scotland,S92000003,2020-11-13,41,5235
nation,Scotland,S92000003,2020-11-12,33,5194
nation,Scotland,S92000003,2020-11-11,39,5161
nation,Scotland,S92000003,2020-11-10,41,5122
nation,Scotland,S92000003,2020-11-09,43,5081
nation,Scotland,S92000003,2020-11-08,40,5038
nation,Scotland,S92000003,2020-11-07,38,4998
nation,Scotland,S92000003,2020-11-06,30,4960
nation,Scotland,S92000003,2020-11-05,45,4930
nation,Scotland,S92000003,2020-11-04,22,4885
nation,Scotland,S92000003,2020-11-03,33,4863
nation,Scotland,S92000003,2020-11-02,29,4830
nation,Scotland,S92000003,2020-11-01,38,4801
nation,Scotland,S92000003,2020-10-31,27,4763
nation,Scotland,S92000003,2020-10-30,36,4736
nation,Scotland,S92000003,2020-10-29,30,4700
nation,Scotland,S92000003,2020-10-28,30,4670
nation,Scotland,S92000003,2020-10-27,21,4640
nation,Scotland,S92000003,2020-10-26,32,4619
nation,Scotland,S92000003,2020-10-25,22,4587
nation,Scotland,S92000003,2020-10-24,21,4565
nation,Scotland,S92000003,2020-10-23,19,4544
nation,Scotland,S92000003,2020-10-22,20,4525
nation,Scotland,S92000003,2020-10-21,15,4505
nation,Scotland,S92000003,2020-10-20,19,4490
nation,Scotland,S92000003,2020-10-19,18,4471
nation,Scotland,S92000003,2020-10-18,21,4453
nation,Scotland,S92000003,2020-10-17,10,4432
nation,Scotland,S92000003,2020-10-16,24,4422
nation,Scotland,S92000003,2020-10-15,16,4398
nation,Scotland,S92000003,2020-10-14,6,4382
nation,Scotland,S92000003,2020-10-13,14,4376
nation,Scotland,S92000003,2020-10-12,11,4362
nation,Scotland,S92000003,2020-10-11,12,4351
nation,Scotland,S92000003,2020-10-10,14,4339
nation,Scotland,S92000003,2020-10-09,7,4325
nation,Scotland,S92000003,2020-10-08,11,4318
nation,Scotland,S92000003,2020-10-07,10,4307
nation,Scotland,S92000003,2020-10-06,7,4297
nation,Scotland,S92000003,2020-10-05,1,4290
nation,Scotland,S92000003,2020-10-04,3,4289
nation,Scotland,S92000003,2020-10-03,3,4286
nation,Scotland,S92000003,2020-10-02,1,4283
nation,Scotland,S92000003,2020-10-01,6,4282
nation,Scotland,S92000003,2020-09-30,4,4276
nation,Scotland,S92000003,2020-09-29,1,4272
nation,Scotland,S92000003,2020-09-28,3,4271
nation,Scotland,S92000003,2020-09-27,3,4268
nation,Scotland,S92000003,2020-09-26,2,4265
nation,Scotland,S92000003,2020-09-25,1,4263
nation,Scotland,S92000003,2020-09-24,1,4262
nation,Scotland,S92000003,2020-09-23,2,4261
nation,Scotland,S92000003,2020-09-22,3,4259
nation,Scotland,S92000003,2020-09-21,2,4256
nation,Scotland,S92000003,2020-09-20,4,4254
nation,Scotland,S92000003,2020-09-19,0,4250
nation,Scotland,S92000003,2020-09-18,3,4250
nation,Scotland,S92000003,2020-09-17,1,4247
nation,Scotland,S92000003,2020-09-16,0,4246
nation,Scotland,S92000003,2020-09-15,0,4246
nation,Scotland,S92000003,2020-09-14,3,4246
nation,Scotland,S92000003,2020-09-13,1,4243
nation,Scotland,S92000003,2020-09-12,2,4242
nation,Scotland,S92000003,2020-09-11,1,4240
nation,Scotland,S92000003,2020-09-10,0,4239
nation,Scotland,S92000003,2020-09-09,3,4239
nation,Scotland,S92000003,2020-09-08,0,4236
nation,Scotland,S92000003,2020-09-07,0,4236
nation,Scotland,S92000003,2020-09-06,0,4236
nation,Scotland,S92000003,2020-09-05,1,4236
nation,Scotland,S92000003,2020-09-04,1,4235
nation,Scotland,S92000003,2020-09-03,1,4234
nation,Scotland,S92000003,2020-09-02,1,4233
nation,Scotland,S92000003,2020-09-01,0,4232
nation,Scotland,S92000003,2020-08-31,0,4232
nation,Scotland,S92000003,2020-08-30,1,4232
nation,Scotland,S92000003,2020-08-29,0,4231
nation,Scotland,S92000003,2020-08-28,1,4231
nation,Scotland,S92000003,2020-08-27,1,4230
nation,Scotland,S92000003,2020-08-26,1,4229
nation,Scotland,S92000003,2020-08-25,1,4228
nation,Scotland,S92000003,2020-08-24,0,4227
